artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,sadness,feelings,topic,age
pantera,clash with reality,1990,rock,know feel untouchable drown life catch accessible grind hear sound escape concrete cloud spill drench laymen sin hear sirens crash face glass clash reality rear ugly head clash reality indescribable dog sleep irrelevant theme situation right kick door move cause walk problem dictate fate evict convict sign writ life morbid game piss poor excuse world swell hatred,57,0.001814882,0.6733399449725451,0.1130060711474141,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.1172616926941244,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.036815343,violence,0.4285714285714285
april wine,bad side of the moon,1989,country,live life moon stir dregs sit rustic spoon come people live light show harlots flock like hummingbirds speak foreign tongue life life life life life life life life live life moon stir dregs sit rustic spoon come people live light show harlots flock like hummingbirds speak foreign tongue light world away people stay sit moon need watchdogs justify ways live live manacle main cause stay exile worlds sentence come soon moon light world away people stay sit moon,78,0.00093985,0.059458193,0.5649631025496893,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.2927153217045813,0.068765638,0.00093985,0.00093985,world/life,0.4428571428571428
nazareth,piece of my heart,1989,blues,feel like everthing possibly go baby tough come come come come little piece heart break break little piece heart little piece heart know make feel good street look good know deep heart right hear night tell stand pain hold arm come come come come little piece heart break break little piece heart little piece heart know make feel good tell stand pain hold arm come come come come little piece heart break break little piece heart little piece heart know little piece heart break break little piece heart little piece heart little piece heart break break little piece heart little piece heart ragavoyburt burn publish planetarynom,106,0.1584750643459131,0.000515996,0.000515996,0.000515996,0.000515996,0.1601090226510908,0.000515996,0.000515996,0.000515996,0.000515996,0.019382922,0.000515996,0.000515996,0.5969553540681279,0.057853695,sadness,0.4428571428571428
the seekers,the carnival is over,1989,pop,goodbye true lover sing lovers song break heart leave carnival go high wait tear fall rain carnival meet like drum heart beat kiss sweet wine joy fleet pierrot columbine harbour light call goodbye carnival till like drum heart beat kiss sweet wine joy fleet pierrot columbine harbour light call goodbye carnival till carnival till,54,0.001315789,0.001315789,0.001315789,0.00131579,0.001315789,0.001315789,0.4123070958630654,0.001315789,0.00131579,0.1319210138368134,0.00131579,0.1247734486801578,0.001315789,0.1838376411348962,0.00131579,romantic,0.4428571428571428
maze,joy & pain,1989,jazz,families alike dignity fair angeles scene ancient grudge break mutiny civil blood make civil hand unclean forth fatal loins foes pair cross lovers life fearful passage death mark stab faithful heart bleed feel apart breathe kill inside wrist slit fee starve drug quit truth pain hate omnia vinat amor scar lie trust save despise pray fear afraid reflection truth lie pain hate omnia vinat amor night spain italy take away give night spain italy take away reason doubt truth lie pain hate omnia vinat amor wasn suppose like difficult reach heaven easy snatch demons yank hell temptation simple seduction fearful passage fearful passage fearful passage fearful passage death mark atlast know suffer fucker,113,0.000923361,0.4999599731994456,0.1375879233110996,0.038120908,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.3104807787865499,0.000923361,violence,0.4428571428571428
lyle lovett,if you were to wake up,1989,country,gently smile dear whisper remember hold want hold time reach like bend water cling shore time dear time love rain window light pillow sleep like time dear time love,29,0.001949318,0.001949318,0.001949318,0.2287965889746133,0.001949318,0.001949318,0.3550047444221028,0.001949318,0.001949318,0.001949318,0.001949318,0.2437874071843332,0.001949318,0.001949318,0.001949318,romantic,0.4428571428571428
prince,partyman,1989,rock,gentlemen broaden mind hail young gather yeah black white green funky funkiest see tell partyman partyman party like rule regulations place nation partyman partyman party people yeah yeah yeah yeah somebody holler want party ladies gentlemen picture yeah partyman partyman purple party house world north east south seventeen horn blow partyman partyman lose hail butter like away come break bend better giddy ride partyman partyman partyman partyman partyman young gather everybody hail,72,0.00131579,0.00131579,0.00131579,0.00131579,0.1725401351788418,0.001315789,0.001315789,0.00131579,0.3802088483390575,0.00131579,0.1930995638994988,0.00131579,0.1208729152922409,0.0662881,0.026527284,obscene,0.4428571428571428
mötley crüe,time for change,1989,rock,hear kid tell lose talk world peace war streets line face deep yeah revolution reach touch overdue child change time change stay time change feel future hand youth lie tire fool tell future tarot card crime line face deep yeah revolution reach touch overdue child change tomorrow today,48,0.001283697,0.1344350041920932,0.3070858494286225,0.090346321,0.050918858,0.001283697,0.063988454,0.1325567849654446,0.001283697,0.001283697,0.001283697,0.001283697,0.1007085329045954,0.1058395271750786,0.001283697,world/life,0.4428571428571428
michael martin murphey,home on the range,1989,country,home buffalo roam deer antelope play seldom hear discourage word sky cloudy home home range deer antelope play seldom hear discourage word sky cloudy press likely return bank river seldom flicker campfires burn home home range deer antelope play seldom hear discourage word sky cloudy night heavens bright light glitter star stand amaze ask gaze exceed home home range deer antelope play seldom hear discourage word sky cloudy land bright sand flow leisurely stream graceful white swan go glide like maid heavenly dream home home range deer antelope play seldom hear discourage word sky cloudy,95,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.6353101908640325,0.001119821,0.3161642306385758,0.001119821,0.001119821,0.001119821,music,0.4428571428571428
eric clapton,hard times,1989,blues,mother tell pass away say go forget pray hard time lord hard time know better soon mean pawn clothe rent woman lose money lord days sorrow pass away,28,0.001949318,0.001949318,0.36223415,0.001949318,0.001949318,0.3603205620689105,0.001949318,0.1533910546839011,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.094814465,0.001949318,world/life,0.4428571428571428
roy orbison,the only one,1989,pop,know bite bullet chew knot rope book help cope consolation gonna come look history recant bits poetry word ring true things change things break heart afraid dark crowd room see blue moon wouldn right face crowd go give break heart fall apart crowd room blue moon fall apart afraid dark crowd room see blue moon,55,0.001144165,0.043185164,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.2148220374473745,0.001144165,0.1553701088114454,0.001144165,0.2285024802595815,0.001144165,0.3200469945201796,0.001144165,sadness,0.4428571428571428
steel pulse,can't stand it,1989,reggae,like like like like like like like outchea like like like like outchea yeah know outchea outchea city bout tell outchea jump porch get outchea niggas hungry murk meal outchea carjack steal pull stolo cutdog motor heavy wall goddamn paint yeah diabetic till bettis outchea gettin damn fetty white girl nigga fairytale outchea know people outchea choice outchea better bout money money shit outchea know outchea outchea city bout tell outchea bitch lurkin like pill liitle pussy bite breadaton bitch want rollie bitch drop like band dance toolie pant bitch streets play freeze play duck duck bitch outchea chase bag bitch baby bitch want bitch know outchea holler bitch city little money juvenile bitch money bitch stand talk bout jeans tell niggas rob crew know outchea outchea city bout tell outchea,131,0.015124239,0.033797163,0.000641849,0.000641849,0.02611496,0.015468596,0.000641849,0.000641849,0.8177168787708974,0.000641849,0.000641849,0.000641849,0.000641849,0.000641849,0.000641849,obscene,0.4428571428571428
hiroshima,the golden age,1989,jazz,live choose share home thousand years look youll leave stain history word stream tear learn turn live peace golden hand hand know gonna change stage live golden live golden waste home land fail understand children leave world close live lessons learn make place perfect crime learn turn live live peace golden work hand hand know gonna change know gonna change stage live golden young gold live life better everyday golden higher happiness freedom child golden live golden world learn turn live live peace golden golden hand hand know gonna change know gonna change stage live golden live golden learn turn learn live live peace golden hand hand know weve change know know know know stage live live golden golden golden golden golden,122,0.000469925,0.000469925,0.5681608362008426,0.000469925,0.000469925,0.000469925,0.000469925,0.056239639,0.000469925,0.020420051,0.000469925,0.1996199439204938,0.1020279065556183,0.000469925,0.000469925,world/life,0.4428571428571428
ub40,matter of time,1988,reggae,matter time till breath money mountains climb hedge bet luck better watch step matter time matter days till factory shut lathes cause work go care cause matter days know mean suppose agree push time bother guidance cause hear clear care anymore matter hours forget push flower life manage matter hours know mean suppose agree push time bother guidance cause hear clear care anymore know care anymore repeat till,68,0.000923361,0.000923361,0.3016519800853088,0.066105823,0.000923361,0.000923361,0.000923361,0.439912141,0.089974315,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361,world/life,0.4571428571428571
rubén blades,contrabando (contraband),1988,jazz,long,1,0.026315789,0.026315789,0.02631579,0.5263157882414081,0.026315789,0.02631579,0.02631579,0.02631579,0.026315789,0.02631579,0.02631579,0.026315789,0.026315789,0.026315789,0.026315789,night/time,0.4571428571428571
ronnie mcdowell,it's only make believe,1988,country,people think care deceive know believe prayer care hop dream come true lyric courtesy topdb know prayer care believe hop dream come true life heart wed ring heart control rule soul prayer care believe prayer care hop dream come true know prayer care believe,44,0.047153998,0.001461988,0.4544010285815739,0.001461988,0.001461988,0.001461988,0.001461988,0.2831794371329491,0.001461988,0.032034014,0.001461988,0.001461988,0.001461988,0.082925782,0.001461988,world/life,0.4571428571428571
chris rea,driving home for christmas,1988,blues,drive home christmas face drive home christmas yeah move line long sing song pass time away drive drive home christmas gonna time tailbacks light soon freeway yeah feet holy grind sing hear feel near drive drive home christmas drive home christmas thousand memories look driver tailbacks light drive home christmas yeah feet holy grind sing hear feel near drive drive home christmas drive home christmas thousand memories look driver drive home drive home drive home christmas drive home christmas,79,0.000835422,0.000835422,0.000835422,0.032203474,0.048520265,0.000835422,0.000835422,0.000835422,0.000835422,0.3599938606527267,0.4991724669057102,0.000835422,0.000835422,0.000835422,0.032539886,music,0.4571428571428571
the gregg allman band,slip away,1988,country,daniels moments near tell slip away need darlin want right slip away slip away slipaway need know wrong things belive darlin mean hurt slip away knowin go meet know slip away slip away slipaway need bridge sweet feel darling sweet,40,0.001503759,0.001503759,0.001503759,0.00150376,0.069652745,0.001503759,0.2039617492825013,0.2167696037600575,0.001503759,0.001503759,0.001503759,0.001503759,0.001503759,0.4666364168122575,0.00150376,sadness,0.4571428571428571
my bloody valentine,i can see it (but i can't feel it),1988,pop,know leave grab reason drag come shoot head feel know leave grab reason drag come shoot head feel,18,0.078687008,0.5297143814844986,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.230306467,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.1197408966254459,violence,0.4571428571428571
ziggy marley & the melody makers,have you ever been to hell,1988,reggae,heat soul heat soul heat soul guiltiness lord knowsguilty ones hell hell hell hell guilty ones hell hell hell hell know vanity inhumanity cry guilty sayin gonna save soul poor guity tell hell hell blasphemers hell hell hell murderers hell guilty ones hell hell know try like try ditch remember earth conquer bone switch hell hell guilty hell liars hell pushers hell souldds buy sell cause woes strain end sister wish like duppy hell guilty ones hell murderers hell souls hell tell hell hell hell hell hell gonna soul souls heed warn satan hell hell hell guilty ones murderers notch say,101,0.000720981,0.7806991172954758,0.000720981,0.000720981,0.000720981,0.039643932,0.000720981,0.09782844,0.040959296,0.000720981,0.000720981,0.000720981,0.000720981,0.000720981,0.000720981,violence,0.4571428571428571
ramones,chinese rock,1988,rock,somebody call phone arty home want walk want want chinese live chinese best things hock live chinese pawn shop plaster fall wall girlfriend cry shower stall bitch dig chinese ditch plaster fall wall girlfriend cry shower stall bitch dig chinese ditch live chinese,43,0.002392345,0.002392345,0.2096788084884261,0.002392345,0.002392344,0.002392345,0.002392344,0.002392345,0.1490967741578655,0.1040767194220164,0.002392345,0.002392345,0.002392345,0.3200774518409449,0.047861006,sadness,0.4571428571428571
leon redbone,she ain't rose,1988,jazz,easy whisper alright help lonely nights feel near lord know happen pack bag ramble rooooad get close get closer suppose make memories disappear best,24,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.080184334,0.082787859,0.3413582941934994,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.353861711,0.002392345,sadness,0.4571428571428571
k.d. lang,tears don't care who cries them,1988,country,tear care cry care time heart start break fall fall poor beggar tear care cry dream keep walk away laugh weep happen happen tear care cry eye laugh learn repeat,30,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.039256121,0.001814882,0.2222626702529634,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.7094430959894366,0.001814882,sadness,0.4571428571428571
winger,headed for a heartbreak,1988,rock,morning come remind soon forget free yeah come go wait cause wait ramble head heartbreak head heartbreak darling tonight home stranger need dull blade wait cause wait ramble head heartbreak head heartbreak head heartbreak mistake think feel pain walk away live solo head heartbreak head heartbreak hurt head heartbreak know head heartbreak think feel pain,55,0.001253133,0.3086350157999328,0.001253133,0.1304244619078242,0.046702839,0.001253133,0.025909594,0.1058052639759332,0.001253133,0.040618386,0.001253133,0.001253133,0.027807624,0.218464633,0.083100855,violence,0.4571428571428571
lita ford,close my eyes forever,1988,rock,baby scar inside understand mind fantasy heaven palm hand wait suppose childhood tragedy close eye forever remain unchanged close eye forever remain hard hold lyric commercial,26,0.049202367,0.002392345,0.002392345,0.051132929,0.002392344,0.002392345,0.2525643891726185,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.4276920733717206,0.002392345,sadness,0.4571428571428571
sonic youth,total trash (album version),1988,pop,wish come true spend life heart like bring closer wish come true spend life like bring closer wish come true spend life heart wish come true spend life heart,29,0.1917849710750699,0.001754386,0.4560425557721277,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.2535137127208731,0.001754386,world/life,0.4571428571428571
jimmy page,wasting my time,1988,blues,look tell wanna like real gogetter feel better mean sound unkind gotta waste time know baby need good good lovin instead pushandshovin gotta draw line tell wastin time doin fine tell wastin time wastin wastin time know gonna know cause time think forever baby beggin goin leave lonely mean sound unkind gotta wastin time time crime baby feel talk wouldn scream shout gotta draw line tell wastin time doin fine tell wastin time wastin wastin time wastin wastin time wastin wastin time wastin wastin time wastin wastin time wastin wastin time,91,0.075442375,0.000785546,0.000785546,0.3448192997355717,0.000785546,0.000785546,0.000785546,0.2335971483145474,0.1484495725128184,0.000785546,0.000785546,0.000785546,0.000785546,0.000785546,0.072399642,night/time,0.4571428571428571
louis armstrong,stardust,1988,jazz,wonder spend lonely nights baby lonely nights dream song memory babe kiss inspiration long consolation stardust song garden wall star bright arm baby babe nightingale tell fairy tale paradise roses bloom dream vain babe heart remain stardust memory refrain mama mmmm refrain,42,0.2025648538315899,0.001879699,0.001879699,0.072603536,0.001879699,0.040040493,0.1151313131244898,0.001879699,0.001879699,0.1045035117509178,0.001879699,0.1291165059259106,0.001879699,0.3134833947608974,0.001879699,sadness,0.4571428571428571
kingdom come,get it on,1988,rock,come long long easy lonely time happiness time gonna best electric feel night young share feel feel rag shake know come life boys push hard play best time body rest,30,0.001814882,0.001814882,0.3190787256048404,0.2469604409361148,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.047067576,0.058042883,0.001814882,0.073897849,0.001814882,0.1051657044762821,world/life,0.4571428571428571
patsy cline,"bill bailey, won't you please come home",1988,country,come home come home moan night long cook rent know wrong remember rainy drive fine tooth comb know blame shame come home come home come home come home,28,0.3497316922896212,0.00228833,0.00228833,0.1256114514957239,0.00228833,0.00228833,0.00228833,0.1870481711659479,0.00228833,0.3032837414155936,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,music,0.4571428571428571
the desert rose band,our songs,1988,country,hillhillman know things different music come heart keep thoughts alive songs sing try change world sing songs march alabama die ohio restless generation control younger ones hungry things world sing songs sing songs mean trouble trials threepart road pave gold tell sing songs older raise families young sons reach hear radio watchin sing songs sing songs mean trouble trials threepart road pave gold tell sing songs compromise want creativity loose try shape world like sculptor hand sing songs sing songs mean trouble trials threepart road pave gold tell sing songs sing songs,92,0.000762777,0.094902434,0.1312347662200074,0.000762777,0.000762777,0.000762777,0.000762777,0.1513968812009619,0.000762777,0.4294478215016129,0.061895456,0.000762777,0.1026615513547696,0.019307771,0.000762777,music,0.4571428571428571
joe cocker,isolation,1987,blues,people know afraid isolation afraid everybody home isolation little girl try change wide world isolation world little everybody try isolation expect understand cause pain blame human victim insane afraid afraid isolation disappear world years isolation,35,0.001879699,0.081219885,0.3763699497272226,0.001879699,0.084048106,0.1170148580564028,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.0018797,0.2720083645313633,0.001879699,world/life,0.4714285714285714
k.t. oslin,do ya',1987,country,thrill comin whisper bring little comfort like feel body lyin guess askin awake thinkin biggest mistake snappin finger snap finger away miss go wish stay go little longer guess askin cause sure think question askin thrill comin whisper bring little comfort like feel body lyin guess askin tell,48,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.1092394386430365,0.1400266753823534,0.1844452254006859,0.3038090124201586,0.001385042,0.001385042,0.001385042,0.001385042,0.1154829931100367,0.1289911141632141,obscene,0.4714285714285714
pet shop boys,rent,1987,pop,dress puppet things bring food need fee look sympathy want easy need look hop look dream currency spend rent rent phone even hearsay buy caviar take restaurant broadway tell argue calculate currency spend rent rent rent puppet look sympathy ecstasy word mean little money lie look hop look dream currency spend rent rent rent look hop look dream currency spend rent rent look hop look dream currency spend rent rent rent easy easy rent easy easy rent easy easy easy easy easy easy easy easy easy easy easy easy easy easy easy easy,93,0.000848896,0.000848897,0.3005207516102356,0.000848896,0.000848897,0.020317874,0.000848896,0.1256809752874118,0.062575602,0.000848897,0.000848897,0.000848897,0.000848897,0.000848896,0.000848896,world/life,0.4714285714285714
ministry,everyday is like halloween,1987,rock,live snake lizards things bump night halloween give hide start fight start fight time place people stop stare dress like halloween look absurd look obscene live life abuse serve like wide world teeny mind think deal brink dress halloween live life abuse serve like wide world live life abuse serve like absurd hide fight hurt feel best stop feel hurt denials reprisals wide world wide wide wide world wide world wide,71,0.000993049,0.041127236,0.4790303216901883,0.041168129,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,0.1827714387606001,0.000993049,world/life,0.4714285714285714
joe cocker,i stand in wonder,1987,blues,raise dead believe darling heart lonely tell wait long yeah yeah power weak strong stand stand wonder stand stand wonder darling share will hand trouble rest head heart know understand world easy place put test come know deeply deeply bless stand stand wonder stand stand wonder stand wonder stand wonder stand wonder want like stand wonder stand wonder stand wonder darling know stand stand wonder stand stand wonder stand stand wonder stand wonder stand wonder stand wonder stand stand wonder stand wonder stand wonder,84,0.000649773,0.4004537117667838,0.034410898,0.000649773,0.025567198,0.000649773,0.066913505,0.3918971989081597,0.000649773,0.000649773,0.000649773,0.000649773,0.027234531,0.045725687,0.000649773,violence,0.4714285714285714
r.e.m.,lightnin' hopkins,1987,pop,ohhh sleep pray deep lightning lightning cold gold crow flat land land track show water track lightning lightning close hand silhouette crow ohhh ohhh lightning lightning ohhh ohhh hound bark track hound crow hold lightning lightning lowlands timberlands badlands birdlands ohhh ohhh ohhh ohhh,44,0.003289474,0.3543950335677601,0.003289474,0.003289474,0.003289474,0.003289474,0.1493978325152627,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474,0.150891697,0.003289474,0.003289474,violence,0.4714285714285714
r.e.m.,king of birds,1987,pop,thumbnail sketch jeweler stone mean idea young time teach point point point observation children reservations stand shoulder giants leave cold leave cold mean idea million bird singer sing give singer sing song stand shoulder giants everybody look stand shoulder giants leave cold leave cold mean idea million bird away away kingdom voice young time teach point point point observation children reservations stand shoulder giants leave cold leave cold mean idea million bird away away everybody grind everybody grind everybody grind,80,0.000835422,0.417671789,0.1326591096986208,0.000835422,0.064931855,0.000835422,0.000835422,0.000835422,0.000835422,0.1165677890621524,0.000835422,0.000835422,0.074109475,0.1831994964489873,0.000835422,violence,0.4714285714285714
hiroshima,why can't i love you,1987,jazz,escape silent wall stand quiet pain wound deep children weep turn away soul restless sleep begin free need need mirror truth hard test trials feel sacrifice depend time heal tear begin free depend time heal tear,36,0.001879699,0.2642876213453684,0.001879699,0.073985075,0.063580506,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.1336411858522945,0.4381898216884842,0.001879699,sadness,0.4714285714285714
dinah washington,cold cold heart,1987,blues,try hard dear dream afraid thing evil scheme memory lonesome past keep apart free doubtful mind melt cold cold heart time heart blue heart pay things anger unkind word say teardrops start free doubtful mind melt cold cold heart time believe belong know heart shackle memory learn care drift apart free doubtful mind melt cold cold heart know hurt know need want afraid hide life smart free doubtful mind melt cold cold heart,73,0.000877193,0.090489402,0.073469408,0.033458434,0.000877193,0.000877193,0.017775616,0.1734080940160221,0.000877193,0.057559781,0.000877193,0.000877193,0.070467301,0.4737228403712096,0.000877193,sadness,0.4714285714285714
the cure,the kiss,1987,rock,kiss kiss kiss tongue like poison swell fill mouth nail floor push gut insideout fuck voice head want want wish dead wish dead,23,0.002770083,0.4370188338795088,0.002770083,0.002770083,0.002770083,0.002770083,0.1726949901394031,0.002770083,0.093519071,0.002770083,0.002770083,0.002770083,0.002770083,0.1198234131774295,0.002770083,violence,0.4714285714285714
u2,mothers of the disappeared,1987,rock,midnight sons daughters take hear heartbeat hear heartbeat wind hear laughter rain tear hear heartbeat hear heartbeat night hang like prisoner stretch black blue hear heartbeats hear heartbeats tree sons stand naked wall daughters tear rainfall,36,0.002392345,0.1980363129927982,0.002392345,0.002392345,0.002392344,0.002392345,0.002392345,0.002392345,0.002392345,0.4804966188902545,0.002392345,0.1540645565145406,0.002392345,0.1315173430062033,0.002392345,music,0.4714285714285714
lee ritenour,runaway,1987,jazz,outside knock door stranger somebody unknown dream mind yeah tire try easy inside come right home right home deep inside sneak heart somebody tell ready come open need hide know hop cause late away away knock door imagination mind sneak heart imagination mind,43,0.2054125907732307,0.001349528,0.001349528,0.2001400048368835,0.049253993,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.4481756788962567,0.054402818,sadness,0.4714285714285714
38 special,"teacher, teacher",1987,country,think finally learn lesson meet things teach time tell able survive yeah teacher teacher teach tell need know teacher teacher reach fall ready real world pass test know jungle nothin gonna stop second best joke believe fair yeah teacher teacher teach tell right wrong teacher teacher reach wanna know goin yeah years lose learn soon forget best years life tell wrong right walk away teacher teacher teach tell need know teacher teacher reach fall teacher teacher teach tell right wrong teacher teacher reach wanna know goin teacher teacher teach teacher teacher reach teacher teacher teach teacher teacher yeah teacher teacher teacher teacher,102,0.00074129,0.00074129,0.3606605240010977,0.05117047,0.083838965,0.035403979,0.00074129,0.303602437,0.034366551,0.00074129,0.00074129,0.00074129,0.00074129,0.057927513,0.00074129,world/life,0.4714285714285714
black uhuru,pain,1987,reggae,weep tree pain sorrow feel deep inside burn control sensation start soul peace ghetto peace ghetto peace ghetto peace ghetto weep tree pain sorrow wipe tear eye yeah realize live free weep tree enchant vines concrete wipe tear eye father realize live free like tree peace ghetto yeah hold tire peace ghetto steady free lovelove,55,0.001349528,0.001349528,0.059949412,0.001349528,0.052714355,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.3947715375955945,0.4723217793577293,0.001349528,sadness,0.4714285714285714
the smiths,london,1987,rock,smoke linger round finger train heave euston think right decision time leave tire family grieve think leave jealousy eye ones stay think right decision time leave girlfriend platform rag notion return know go go think right decision time,38,0.001949318,0.001949318,0.001949318,0.3151366248854207,0.001949318,0.001949318,0.001949318,0.2337357909896555,0.001949318,0.001949318,0.2752010761500819,0.064617264,0.046734294,0.001949318,0.001949318,night/time,0.4714285714285714
k.t. oslin,old pictures,1987,country,little girl play dress lace stand momma high heel shoe gotta lipstick cover face little pony cowboy pull hair saturday matinee think lose heart little someday look picture fade photograph bring close tear laugh memories come alive open past dream inside brother automobile think paint away take take brother days favorite papa dress sunday suit wide brim watch chain gonna tell truth picture downright handsome catch prime youth teach tell years roll look picture fade photograph bring close tear laugh memories come alive open past dream inside look picture look picture look picture,93,0.000692521,0.1176454510325331,0.089422751,0.000692521,0.000692521,0.089823098,0.000692521,0.000692521,0.000692521,0.000692521,0.151320586,0.000692521,0.01629464,0.3497588396332696,0.000692521,sadness,0.4714285714285714
jane's addiction,pigs in zen,1987,blues,tire nude unashamed talkin bout papapapapig goddamned mount wind eat shit hunger talkin bout papapapapig goddamned know wanna fuck know pain suffer cold wanna fuck slaughter slaughter say simple life feel proof talkin bout goddamned papapapapig,36,0.002392345,0.002392345,0.099218159,0.002392345,0.002392345,0.002392345,0.002392345,0.1128305686819148,0.5799092896390217,0.002392345,0.002392345,0.057207907,0.002392344,0.002392345,0.002392345,obscene,0.4714285714285714
dolly parton,i've had enough,1987,country,hard hard say goodbye pain plain plain catch tear cry cry share fair stuff easy choose break news tough tough try try aside time talk luck note coat leave garden gate unlock say goodbye,34,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.096147387,0.1265813578280226,0.001879699,0.001879699,0.3139157743321841,0.001879699,0.001879699,0.365213964,0.001879699,sadness,0.4714285714285714
santana,veracruz,1987,blues,come baby wanna south talkin bout mexico straight jungle away like movie black white fall middle night veracruz wanna veracruz come baby wanna come people movin drum tell cantina stop drinkin cerveza people party drop forget laundry forget rain heaven seventhirty plane veracruz wanna veracruz stop wanna party party drop forget laundry forget rain heaven seven thirty plane veracruz wanna veracruz veracruz wanna veracruz veracruz veracruz,66,0.1122783053798779,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.3480581110847099,0.001196172,0.001196172,0.038642134,0.1156448514617721,0.1060750528294615,0.001196172,obscene,0.4714285714285714
santana,once it's gotcha,1987,blues,taste think safe touch call hide wall wall music start play dance life away gotcha gotcha lose head cloud sweet dream kiss heaven like run strong right wrong music start play dance life away,34,0.001594896,0.1043993099069737,0.082714453,0.05025544,0.001594896,0.001594896,0.1187986063724901,0.001594896,0.001594896,0.1598092866673334,0.001594896,0.1598150136260072,0.001594896,0.3050691329652598,0.001594896,sadness,0.4714285714285714
joe cocker,don't you love me anymore,1986,blues,think smile walk door think arm open wide look like stranger tonight pull away hold tight anymore learn live life anymore feel slip away wasn come home think want sure stay think need quess work away anymore learn live life anymore darlingwhen feel pull away hold close baby anymore learn live life anymore,53,0.054709607,0.001012146,0.2123592690050889,0.023174152,0.001012146,0.001012146,0.067575012,0.2543575657020949,0.001012146,0.001012146,0.001012146,0.001012146,0.001012146,0.3746664986325129,0.001012146,sadness,0.4857142857142857
johnny mathis,"caroling, caroling / happy holiday",1986,jazz,carol carol christmas bell ring carol carol snow christmas bell ring voice sweet clear sing heart cheer ding dong ding dong christmas bell ring carol carol christmas bell ring carol carol christmas bell ring song sing gladsome tide bring ding dong ding dong christmas bell ring carol carol near christmas bell ring follow follow yonder christmas bell ring sing morn heav bear ding dong ding dong christmas bell ring holiday holiday bell ring wish come true holiday holiday calendar bring holiday holiday season santa come christmas snow white grind santa get come chimney come chimney holiday season santa good girl good little great bundle come chimney come chimney pack lot goodies leave peppermint stick hang christmas tree holiday season whoopdedo hickory dock forget hang sock cause exactly clock come chimney come chimney come chimney holiday holiday bell bring holiday holiday holiday calendar bring holiday holiday,145,0.1678556435437673,0.112885987,0.000923361,0.000923361,0.000923361,0.016027366,0.000923361,0.000923361,0.000923361,0.517047531,0.072141609,0.000923361,0.032437074,0.036530725,0.034917093,music,0.4857142857142857
the cramps,the hot pearl snatch,1986,blues,baby tease thing adanglin bring knees parade round everybody know magonna steal gonna thing baby fact baby talkin bout snatch temptin baby pretty wrappin think hard layin round handle crime baby talkin bout snatch gonna hatchet hack snatch jerk right gotta away baby catch swan dive satchel patch baby talkin bout snatch,52,0.3564529597022837,0.001594896,0.001594896,0.001594896,0.001594896,0.001594896,0.001594896,0.001594896,0.5007445145637377,0.001594896,0.001594896,0.001594896,0.001594896,0.053013031,0.001594896,obscene,0.4857142857142857
